Secteur,Ville,Boite de vitesses,Type de carburant,Marque,Modele,Nombre de portes,Origine,Premiere main,Puissance fiscale,Etat,log_price (en milliers MAD),Kilometrage lisse (en milliers km),Age (annees)
route ain chkaf,fès,Manuelle,Diesel,nissan,qashqai,5,WW au Maroc,False,6,Excellent,5.220355825078324,111.0907870702867,8
Others,tanger,Manuelle,Essence,renault,clio,5,Dédouanée,True,7,Excellent,3.7376696182833684,221.06636357734263,25
hay salam,salé,Manuelle,Diesel,renault,symbol,5,WW au Maroc,True,6,Très bon,4.174387269895637,326.2092021752291,12
hay essalam,safi,Automatique,Diesel,renault,clio,5,WW au Maroc,True,6,Très bon,4.90527477843843,154.31718754020872,7
bourgogne,casablanca,Manuelle,Essence,seat,ibiza,5,WW au Maroc,False,6,Excellent,4.74493212836325,60.93984215207104,8
californie,casablanca,Manuelle,Diesel,citroen,berlingo,5,WW au Maroc,True,7,Excellent,4.204692619390966,329.20093553120154,15
afaq,marrakech,Manuelle,Essence,mercedes-benz,220,5,Dédouanée,True,9,Très bon,4.007333185232471,102.5988934745741,30
marjane 2,meknès,Manuelle,Diesel,mercedes-benz,classe c,5,Dédouanée,True,9,Très bon,4.700480365792417,322.85087126202626,20
ahlane,tanger,Manuelle,Diesel,mercedes-benz,220,5,Dédouanée,False,7,Très bon,4.882801922586371,199.59971772171212,15
toute la ville,midelt,Manuelle,Diesel,renault,19,5,Dédouanée,True,7,Bon,3.8066624897703196,329.59859858936863,31
al hadiqa,fès,Manuelle,Diesel,dacia,sandero,5,WW au Maroc,False,6,Excellent,5.075173815233827,26.24758690596796,3
sidi bernoussi,casablanca,Manuelle,Essence,peugeot,207,5,WW au Maroc,True,8,Très bon,3.9512437185814275,188.94082635108393,17
californie,casablanca,Automatique,Hybride,kia,Others,5,WW au Maroc,False,11,Excellent,5.736572297479192,69.0433330262323,5
najd,el jadida,Manuelle,Diesel,opel,corsa,5,WW au Maroc,False,6,Neuf,4.919980925828125,78.00290151018687,23
aïn chock,casablanca,Automatique,Diesel,mercedes-benz,220,5,WW au Maroc,False,9,Bon,4.787491742782046,226.3864259178979,16
hay el matar,nador,Manuelle,Diesel,peugeot,tepee,5,Dédouanée,False,7,Excellent,5.075173815233827,178.35021665429008,9
hay saada,fès,Automatique,Diesel,peugeot,partner,5,Dédouanée,False,7,Excellent,4.31748811353631,163.5492582603731,14
centre,kénitra,Automatique,Diesel,peugeot,308,5,WW au Maroc,False,6,Bon,5.204006687076795,162.79060654403148,5
autre secteur,agadir,Automatique,Diesel,audi,q3,5,WW au Maroc,False,8,Excellent,5.521460917862246,63.79704007678597,8
2 mars,casablanca,Automatique,Diesel,bmw,série 7,5,WW au Maroc,True,8,Excellent,5.62040086571715,192.97703409962386,8
aouama gharbia,tanger,Manuelle,Diesel,renault,captur,5,WW au Maroc,False,6,Excellent,5.298317366548036,11.558679895695331,4
ahlane,tanger,Manuelle,Essence,opel,astra,5,WW au Maroc,False,8,Excellent,3.7612001156935624,223.52015359882367,23
californie,casablanca,Automatique,Diesel,bmw,Others,5,WW au Maroc,False,6,Très bon,5.703782474656201,170.1577560637502,11
hay lazaret,oujda,Manuelle,Diesel,dacia,sandero,5,WW au Maroc,True,6,Excellent,4.867534450455582,56.98385432755345,5
al qods,mohammedia,Manuelle,Diesel,citroen,c3,5,WW au Maroc,True,6,Bon,3.9512437185814275,228.703978841441,18
centre,fès,Manuelle,Diesel,renault,kangoo,5,WW au Maroc,True,7,Excellent,4.189654742026425,5.967123538004584,12
amicales,agadir,Manuelle,Diesel,skoda,octavia,5,WW au Maroc,False,8,Excellent,5.187385805840755,109.06130434173348,7
hay moulay rachid,casablanca,Manuelle,Diesel,hyundai,h-100,5,WW au Maroc,True,10,Excellent,4.174387269895637,43.389271607961284,29
hay chmaou,salé,Manuelle,Diesel,fiat,fiorino,5,WW au Maroc,True,6,Très bon,4.59511985013459,130.5103071298812,4
abattoirs,agadir,Automatique,Essence,volkswagen,t-roc,5,WW au Maroc,False,6,Excellent,5.736572297479192,2.3664992815117825,1
ben dibane,tanger,Manuelle,Diesel,volkswagen,golf 3,5,WW au Maroc,True,8,Excellent,3.7612001156935624,228.85722259418438,30
achakar,tanger,Manuelle,Diesel,citroen,berlingo,5,WW au Maroc,False,6,Excellent,4.700480365792417,109.12086244757562,12
ben m'sick,casablanca,Manuelle,Diesel,peugeot,206,5,WW au Maroc,True,6,Très bon,4.060443010546419,271.19699669145285,18
sidi moumen,casablanca,Automatique,Diesel,hyundai,ix35,5,WW au Maroc,True,8,Très bon,4.8283137373023015,221.22520658944399,13
Others,oujda,Automatique,Diesel,volkswagen,touran,5,Dédouanée,True,6,Excellent,5.19295685089021,279.65900777131986,11
medina,tétouan,Automatique,Hybride,kia,Others,5,WW au Maroc,False,9,Excellent,5.634789603169249,39.00064119207748,4
el bassatine,meknès,Manuelle,Diesel,citroen,xsara,5,WW au Maroc,True,8,Bon,3.912023005428146,28.73122296698791,23
toute la ville,souk el arbaa,Manuelle,Essence,ford,focus,5,WW au Maroc,True,9,Excellent,4.0943445622221,226.8307887182158,18
hay nahda,rabat,Automatique,Diesel,mercedes-benz,classe gla,5,WW au Maroc,True,9,Excellent,5.579729825986222,76.52771792394078,8
centre ville,casablanca,Automatique,Essence,honda,civic,5,WW au Maroc,True,9,Très bon,3.5553480614894135,92.94140246367107,26
yacoub el mansour,rabat,Manuelle,Essence,hyundai,i10,5,WW au Maroc,False,6,Excellent,4.060443010546419,163.87481243804322,14
centre ville,temara,Manuelle,Diesel,audi,a3,5,WW au Maroc,False,8,Très bon,4.418840607796598,329.4558482456185,19
annakhil,marrakech,Manuelle,Diesel,renault,fluence,5,WW au Maroc,True,6,Excellent,4.477336814478207,222.43130147056462,15
el haddada,kénitra,Automatique,Diesel,bmw,série 5,5,WW au Maroc,True,8,Excellent,5.298317366548036,182.2365869971538,13
toute la ville,laâyoune,Manuelle,Diesel,volkswagen,tiguan,5,Dédouanée,True,8,Bon,5.10594547390058,177.01182835536935,12
toute la ville,nouaceur,Automatique,Diesel,skoda,kodiaq,5,WW au Maroc,False,8,Excellent,5.3706380281276624,221.93356484516042,7
toute la ville,azrou,Manuelle,Diesel,peugeot,407,5,Dédouanée,True,6,Excellent,3.912023005428146,24.503684916329604,19
Others,casablanca,Automatique,Diesel,mercedes-benz,classe e,5,WW au Maroc,False,8,Bon,5.68697535633982,106.2459198308338,7
al fida,casablanca,Manuelle,Diesel,peugeot,309,5,Dédouanée,True,8,Très bon,3.091042453358316,146.02389117973752,31
Others,mohammedia,Automatique,Diesel,audi,a6,5,WW au Maroc,True,11,Bon,4.174387269895637,199.8428004422259,17
centre,fès,Automatique,Diesel,mercedes-benz,classe s,5,WW au Maroc,True,12,Excellent,4.5217885770490405,227.09336180301665,18
2 mars,casablanca,Automatique,Diesel,land rover,range rover sport,5,WW au Maroc,True,12,Très bon,5.0106352940962555,278.2521627344602,13
Others,nador,Manuelle,Diesel,peugeot,307,5,WW au Maroc,False,8,Excellent,3.970291913552122,13.417836270819905,20
oulfa,casablanca,Manuelle,Diesel,dacia,dokker,5,WW au Maroc,False,6,Très bon,4.804021044733257,9.296910253285313,8
bourgogne,casablanca,Automatique,Diesel,volkswagen,jetta,5,WW au Maroc,True,6,Excellent,5.075173815233827,62.17491381945442,9
Others,ifrane,Manuelle,Diesel,ford,kuga,5,WW au Maroc,True,8,Excellent,4.8283137373023015,148.31585629784652,13
ain atig,temara,Manuelle,Essence,kia,picanto,5,WW au Maroc,True,6,Très bon,3.9889840465642745,277.55868271841945,16
agdal,oujda,Manuelle,Diesel,dacia,sandero,5,WW au Maroc,False,6,Très bon,4.8283137373023015,110.37580523005923,5
toute la ville,ben ahmed,Manuelle,Diesel,toyota,hilux,5,WW au Maroc,True,10,Excellent,5.545177444479562,107.89882992221787,5
toute la ville,Others,Manuelle,Essence,fiat,palio,5,WW au Maroc,False,5,Très bon,3.5263605246161616,37.857677382726706,26
toute la ville,tan-tan,Manuelle,Diesel,renault,19,5,Dédouanée,False,7,Très bon,3.713572066704308,379.88140972686125,30
bourgogne,casablanca,Automatique,Diesel,audi,a5,5,Dédouanée,False,6,Excellent,5.459585514144159,100.4422541247238,9
oued fès,fès,Manuelle,Essence,daihatsu,sirion,5,WW au Maroc,False,4,Très bon,3.9889840465642745,144.24115871452665,15
autre secteur,agadir,Manuelle,Diesel,renault,kangoo,3,WW au Maroc,True,6,Excellent,4.8283137373023015,19.237217248235222,7
2 mars,casablanca,Automatique,Essence,fiat,500,3,WW au Maroc,True,8,Excellent,5.3706380281276624,46.818337335296846,3
toute la ville,laâyoune,Manuelle,Diesel,volkswagen,tiguan,5,Dédouanée,True,8,Excellent,5.204006687076795,162.5254282781726,12
route de ceuta,tétouan,Automatique,Diesel,hyundai,santa fe,5,WW au Maroc,False,8,Bon,4.48863636973214,377.80466715793494,15
aïn chock,casablanca,Manuelle,Essence,toyota,Others,5,WW au Maroc,True,6,Très bon,4.189654742026425,87.59632213754993,11
hay mohammadi,casablanca,Manuelle,Diesel,renault,clio,5,WW au Maroc,True,6,Excellent,4.68213122712422,153.7603948333111,7
route d'immouzere,fès,Manuelle,Diesel,volkswagen,tiguan,5,WW au Maroc,False,6,Très bon,5.480638923341991,124.62770582616497,7
autre secteur,rabat,Manuelle,Diesel,renault,clio,5,WW au Maroc,True,6,Très bon,4.6913478822291435,151.62619747440667,9
essalam,dakhla,Automatique,Diesel,mercedes-benz,220,5,WW au Maroc,True,9,Très bon,4.31748811353631,8.13347031570828,28
aïn chock,casablanca,Automatique,Diesel,hyundai,i40,5,WW au Maroc,True,7,Très bon,4.8283137373023015,221.85087317490252,11
ain el hayani,tanger,Automatique,Diesel,audi,q5,5,WW au Maroc,False,12,Bon,5.438079308923196,370.9857507960002,10
ben m'sick,casablanca,Automatique,Essence,audi,a1,5,WW au Maroc,False,4,Neuf,5.19295685089021,29.030836588915058,8
essalam,dakhla,Automatique,Diesel,mercedes-benz,220,5,WW au Maroc,True,9,Très bon,4.31748811353631,3.1837017901339353,28
riad oulad mtaa,temara,Automatique,Diesel,volkswagen,touareg,5,WW au Maroc,False,12,Très bon,3.912023005428146,270.677077689426,18
anfa,casablanca,Automatique,Diesel,hyundai,accent,5,WW au Maroc,False,6,Excellent,4.941642422609304,111.28920702275106,3
autre secteur,agadir,Manuelle,Diesel,dacia,sandero,5,WW au Maroc,True,6,Très bon,4.820281565605037,47.61888055131067,7
oulfa,casablanca,Automatique,Diesel,volkswagen,touareg,5,WW au Maroc,False,12,Excellent,5.393627546352362,107.40244764695501,6
ben m'sick,casablanca,Automatique,Essence,audi,a1,5,WW au Maroc,True,4,Neuf,5.19295685089021,33.260758260477076,8
aïn chock,casablanca,Automatique,Diesel,land rover,range rover sport,5,WW au Maroc,True,12,Excellent,4.74493212836325,270.6395902070544,13
Others,tanger,Automatique,Diesel,volkswagen,passat cc,5,WW au Maroc,True,8,Excellent,5.560681631015528,86.24679999345082,4
branes 1,tanger,Manuelle,Diesel,dacia,sandero,5,WW au Maroc,False,6,Excellent,4.9344739331306915,75.89401445868329,3
ain sebaa,casablanca,Manuelle,Diesel,mercedes-benz,220,5,Dédouanée,True,9,Correct,4.442651256490317,275.88691581490093,24
al qods,el jadida,Manuelle,Diesel,ford,focus,5,Dédouanée,True,6,Très bon,4.248495242049359,274.137929533708,19
agdal,rabat,Manuelle,Diesel,alfa romeo,159,5,Importée neuve,False,10,Excellent,4.605170185988092,195.18578936267556,17
el houda,agadir,Manuelle,Essence,dacia,sandero,3,WW au Maroc,False,8,Très bon,4.174387269895637,163.62718314148407,14
sidi bouzekri,meknès,Manuelle,Diesel,fiat,uno,5,WW au Maroc,True,6,Bon,2.995732273553991,377.17175418208984,26
toute la ville,Others,Automatique,Diesel,citroen,berlingo,5,WW au Maroc,False,6,Très bon,4.5217885770490405,106.39908543373069,10
anahda,agadir,Manuelle,Essence,dacia,sandero,3,WW au Maroc,False,8,Très bon,4.174387269895637,164.1276629541778,14
toute la ville,deroua,Manuelle,Essence,hyundai,i10,5,WW au Maroc,False,6,Très bon,3.970291913552122,0.5358530993305943,15
centre ville,tétouan,Manuelle,Diesel,peugeot,508,5,WW au Maroc,True,8,Très bon,4.653960350157523,325.86856878616175,13
autre secteur,bouznika,Automatique,Diesel,volkswagen,touareg,5,WW au Maroc,True,10,Bon,4.248495242049359,42.92273054327554,19
agdal,fès,Automatique,Diesel,mercedes-benz,220,5,Dédouanée,True,9,Excellent,4.852030263919617,220.40384160959826,17
centre ville,nador,Manuelle,Diesel,volkswagen,passat,5,WW au Maroc,True,8,Très bon,4.48863636973214,276.17972491958676,16
iberie,tanger,Manuelle,Diesel,ford,kuga,5,WW au Maroc,False,6,Très bon,5.135798437050262,131.26383639936526,9
autre secteur,marrakech,Manuelle,Diesel,dacia,dokker,5,WW au Maroc,True,7,Excellent,4.663439094112067,17.66812641755333,10
oasis,casablanca,Manuelle,Diesel,volkswagen,tiguan,5,WW au Maroc,True,8,Très bon,5.521460917862246,108.89329650251048,8
mont fleuri,fès,Manuelle,Diesel,peugeot,208,5,WW au Maroc,False,6,Excellent,4.804021044733257,100.41873381572269,6
maarif,casablanca,Automatique,Diesel,ford,fusion,5,WW au Maroc,False,8,Excellent,5.135798437050262,110.28528685327571,9
centre ville,nador,Manuelle,Diesel,citroen,berlingo,5,WW au Maroc,True,6,Excellent,4.04305126783455,195.73038547502355,13
Others,bouznika,Manuelle,Essence,dacia,logan,5,WW au Maroc,True,8,Très bon,3.8501476017100584,225.47267231441083,13
oulfa,casablanca,Manuelle,Diesel,renault,latitude,5,WW au Maroc,False,8,Très bon,4.382026634673881,228.87447055183907,14
toute la ville,sefrou,Manuelle,Diesel,opel,adam,5,WW au Maroc,False,6,Très bon,4.990432586778736,10.908421910228551,2
abdelmoumen,casablanca,Automatique,Essence,land rover,range rover sport,5,WW au Maroc,False,18,Bon,5.736572297479192,199.01078068086608,8
hay essalam,el jadida,Automatique,Hybride,toyota,corolla,5,WW au Maroc,False,10,Excellent,5.272999558563747,93.94241752838602,4
toute la ville,oued zem,Manuelle,Diesel,dacia,sandero,5,WW au Maroc,False,6,Excellent,4.605170185988092,149.47805969022372,9
toute la ville,salé,Manuelle,Diesel,peugeot,301,5,WW au Maroc,False,6,Excellent,4.624972813284271,183.599033775542,7
toute la ville,had soualem,Manuelle,Diesel,fiat,tipo,5,WW au Maroc,False,5,Très bon,4.499809670330265,324.6177072258616,6
toute la ville,oued zem,Manuelle,Diesel,dacia,sandero,5,WW au Maroc,False,6,Excellent,4.605170185988092,141.94905814675528,9
route ain chkaf,fès,Manuelle,Essence,volkswagen,gol,5,WW au Maroc,True,6,Bon,3.6109179126442243,271.2696496805106,19
branes 2,tanger,Automatique,Diesel,volkswagen,touareg,5,WW au Maroc,False,12,Excellent,4.330733340286331,229.6647375620448,16
hay oued dahab,salé,Manuelle,Diesel,peugeot,301,5,WW au Maroc,True,6,Excellent,4.624972813284271,180.71273006624,7
agdal,rabat,Manuelle,Diesel,bmw,x1,5,WW au Maroc,False,6,Très bon,5.3471075307174685,190.7918125220818,7
sidi bernoussi,casablanca,Manuelle,Essence,fiat,punto,5,Dédouanée,True,6,Très bon,3.6109179126442243,34.05608236876539,28
toute la ville,guercif,Automatique,Diesel,mercedes-benz,220,5,WW au Maroc,False,9,Très bon,4.653960350157523,22.704402591537672,20
autre secteur,rabat,Automatique,Diesel,volkswagen,tiguan,5,Dédouanée,False,8,Excellent,5.768320995793772,153.89917225686534,9
targa,marrakech,Automatique,Diesel,jaguar,xe,5,WW au Maroc,False,8,Excellent,5.3706380281276624,164.59986252029822,8
fes jdid,fès,Manuelle,Diesel,citroen,berlingo,5,WW au Maroc,False,6,Très bon,5.395897694886901,6.9543062571622265,3
centre,kénitra,Manuelle,Diesel,hyundai,i30,5,WW au Maroc,True,6,Excellent,4.787491742782046,3.590105772459903,12
alaouiyine,el jadida,Manuelle,Diesel,dacia,sandero,5,WW au Maroc,False,6,Bon,4.787491742782046,91.7034082033096,8
agdal,marrakech,Automatique,Essence,mercedes-benz,Others,5,WW au Maroc,True,11,Excellent,4.442651256490317,177.22432353338917,16
Others,agadir,Manuelle,Diesel,dacia,logan,5,WW au Maroc,False,6,Très bon,4.634728988229636,172.5332905697096,7
tassila,agadir,Manuelle,Diesel,hyundai,ix35,5,WW au Maroc,True,7,Excellent,5.062595033026967,176.96788687704552,10
hay al kamal,settat,Manuelle,Essence,ford,fiesta,5,WW au Maroc,True,6,Très bon,3.784189633918261,114.88289917578847,18
centre ville,temara,Manuelle,Diesel,ford,fiesta,5,WW au Maroc,False,6,Très bon,4.74493212836325,90.37805478290892,9
errahma,casablanca,Automatique,Essence,fiat,500,3,WW au Maroc,False,5,Excellent,4.8283137373023015,6.878716735674899,6
sidi bernoussi,casablanca,Manuelle,Diesel,mercedes-benz,classe c,5,Dédouanée,True,10,Très bon,3.624340932976365,41.04105059813226,32
toute la ville,settat,Manuelle,Diesel,renault,laguna,5,WW au Maroc,True,7,Très bon,3.6888794541139363,376.17981433789896,26
ain sebaa,casablanca,Automatique,Diesel,hyundai,i30,5,WW au Maroc,False,6,Excellent,5.19295685089021,100.99983027522623,4
autre secteur,casablanca,Automatique,Diesel,jeep,grand cherokee,5,WW au Maroc,True,12,Excellent,5.575949103146316,115.53054236166149,6
sidi maarouf,casablanca,Automatique,Essence,mercedes-benz,classe s,5,Dédouanée,True,22,Bon,4.0943445622221,278.79665426381246,17
Others,el jadida,Automatique,Hybride,toyota,corolla,5,WW au Maroc,False,10,Neuf,5.272999558563747,92.94083839988832,4
Others,fès,Manuelle,Diesel,renault,kangoo,5,WW au Maroc,False,8,Bon,4.2626798770413155,173.985059145101,17
toute la ville,khemisset,Manuelle,Essence,opel,corsa,5,WW au Maroc,False,5,Très bon,4.174387269895637,132.0955358583788,14
smaâla,settat,Manuelle,Essence,ford,fiesta,5,WW au Maroc,True,7,Excellent,3.912023005428146,225.39208483940467,17
centre,fès,Automatique,Diesel,hyundai,elantra,5,WW au Maroc,True,6,Excellent,5.0106352940962555,132.97535820098423,8
afaq,marrakech,Automatique,Diesel,audi,a3,5,Dédouanée,True,8,Excellent,5.652489180268651,125.54247045860787,7
sidi bernoussi,casablanca,Automatique,Diesel,jeep,grand cherokee,5,WW au Maroc,True,8,Excellent,5.0106352940962555,199.79747137174354,10
sidi moumen,casablanca,Manuelle,Diesel,renault,laguna,5,Dédouanée,False,7,Très bon,4.143134726391533,108.24976123324002,19
hay hassani,casablanca,Manuelle,Diesel,volkswagen,touran,5,WW au Maroc,True,8,Très bon,4.653960350157523,151.20122267630387,16
souissi,rabat,Automatique,Diesel,jeep,wrangler,5,WW au Maroc,True,11,Très bon,5.703782474656201,64.51457026613326,7
daoudiate,marrakech,Manuelle,Essence,suzuki,alto,5,WW au Maroc,True,6,Bon,4.0943445622221,226.99442277556878,16
ain mezouar,marrakech,Automatique,Diesel,volkswagen,passat,3,Importée neuve,False,8,Excellent,4.700480365792417,320.5046582523667,15
autre secteur,agadir,Manuelle,Diesel,ford,kuga,5,WW au Maroc,False,6,Excellent,5.3471075307174685,225.01074055039,4
centre ville,agadir,Manuelle,Diesel,fiat,palio,5,WW au Maroc,True,7,Bon,3.4339872044851463,20.45387063152446,24
centre,kénitra,Manuelle,Diesel,peugeot,tepee,5,WW au Maroc,True,6,Excellent,4.584967478670572,186.1630032496679,13
Others,rabat,Manuelle,Diesel,dacia,logan,5,WW au Maroc,False,6,Très bon,4.867534450455582,100.31171774348927,3
anfa,casablanca,Manuelle,Diesel,ford,fiesta,5,WW au Maroc,True,6,Excellent,4.718498871295094,15.212429502807257,10
oulfa,casablanca,Automatique,Diesel,volkswagen,touareg,5,WW au Maroc,False,12,Très bon,5.541263545158426,106.98187171578932,6
maarif,casablanca,Manuelle,Diesel,opel,crossland,5,WW au Maroc,True,6,Très bon,5.093750200806762,60.64614658012287,5
al mostakbal,casablanca,Manuelle,Diesel,citroen,c4,5,WW au Maroc,True,6,Très bon,4.0943445622221,160.00285961138383,18
centre,kénitra,Manuelle,Diesel,peugeot,tepee,5,WW au Maroc,True,6,Excellent,4.584967478670572,181.2421410261294,13
aïn borja,casablanca,Automatique,Diesel,bmw,série 7,5,WW au Maroc,True,12,Très bon,4.941642422609304,185.31390175542396,13
centre,fès,Automatique,Diesel,peugeot,3008,5,Dédouanée,True,6,Très bon,4.74493212836325,192.51999551227385,15
autre secteur,nador,Manuelle,Diesel,dacia,dokker,5,WW au Maroc,True,6,Très bon,4.700480365792417,2.813240810539269,7
autre secteur,fès,Manuelle,Diesel,citroen,c3,5,WW au Maroc,True,6,Excellent,3.9889840465642745,222.14285721974042,21
massira 1,temara,Manuelle,Diesel,renault,megane,3,WW au Maroc,True,7,Très bon,4.356708826689592,28.702513415616526,15
Others,fès,Manuelle,Diesel,toyota,corolla,5,WW au Maroc,True,8,Très bon,4.219507705176107,190.01842757745786,18
